Sub,Crse,Sec,Day,Time,Room,Instructor
ACC,201,01,TR,09:30 am-10:45 am,SCIENC 137,"Guo, M (P)"
ACC,201,02,W,04:00 pm-06:45 pm,SCIENC 132,"Staff, * (P)"
ACC,201,03,TR,02:00 pm-03:15 pm,SCIENC 117,"Guo, M (P)"
ACC,202,01,M,04:00 pm-06:45 pm,SCIENC 132,"Staff, * (P)"
ACC,301,01,TR,12:30 pm-01:45 pm,SCIENC 117,"Guo, M (P)"
ACC,302,01,TR,02:00 pm-03:15 pm,SCIENC 132,"Staff, * (P)"
ACC,303,01,W,04:00 pm-06:45 pm,COMBLD 201,"Guo, M (P)"
ACC,310,01,TR,11:00 am-12:15 pm,SCIENC 115,"RuJoub, M (P)"
ACC,410,01,T,04:00 pm-06:45 pm,SCIENC 117,"Staff, * (P)"
ACC,411,01,M,04:00 pm-06:45 pm,SCIENC 134,"Staff, * (P)"
ACC,412,01,TR,12:30 pm-01:45 pm,SCIENC 132,"Staff, * (P)"
ACC,416,01,R,04:00 pm-06:45 pm,COMBLD 201,"Staff, * (P)"
ACC,420,01,TR,09:30 am-10:45 am,SCIENC 115,"RuJoub, M (P)"
ACC,480,01, ,TBA,TBA,"Staff, * (P)"
ACC,490,01, ,TBA,TBA,"Staff, * (P)"
ACC,530,E25, ,TBA,ONLINE,"Staff, * (P)"
ACC,535,E25, ,TBA,ONLINE,"Staff, * (P)"
ANT,101,01,MWF,08:00 am-08:50 am,WEBB 315,"Williamson, E (P)"
ANT,106,01,TR,08:00 am-09:15 am,LIBRAR 436,"Shepard-Torres, R (P)"
ANT,107,01,TR,11:00 am-12:15 pm,SCIENC 117,"Leiss, A (P)"
ANT,125,01,TR,02:00 pm-03:15 pm,SCIENC 116,"Leiss, A (P)"
ANT,201,E25, ,TBA,ONLINE,"Couture-Palmerino, P (P)"
ANT,221,E25, ,TBA,ONLINE,"Leiss, A (P)"
ANT,222,E25, ,TBA,ONLINE,"Couture-Palmerino, P (P)"
ANT,240,01X,T,04:00 pm-06:45 pm,WEBB 317,"Perez, R (P)"
ANT,300,01,TR,11:00 am-12:15 pm,COMBLD 107,"Shepard-Torres, R (P)"
ANT,301,01,MW,05:30 pm-06:45 pm,WEBB 317,"Perez, R (P)"
ANT,337,01,MW,04:00 pm-05:15 pm,WEBB 317,"Perez, R (P)"
ANT,345,01,MWF,09:00 am-09:50 am,WEBB 315,"Williamson, E (P)"
ANT,365,01,W,04:00 pm-06:45 pm,WEBB 213,"Leiss, A (P)"
ANT,480,01, ,TBA,TBA,"Staff, * (P)"
ANT,490,01, ,TBA,TBA,"Staff, * (P)"
ANT,492,01, ,TBA,TBA,"Staff, * (P)"
ART,110,01,TR,09:30 am-12:15 pm,FAIC 326,"McKee, M (P)"
ART,111,01,MW,12:00 pm-02:45 pm,FAIC 125,"de Sousa, D (P)"
ART,122,01,WF,12:00 pm-02:45 pm,FAIC 327,"Moran, R (P)"
ART,124,01,WF,09:00 am-11:45 am,FAIC 327,"Holland, J (P)"
ART,124,02,TR,09:30 am-12:15 pm,FAIC 330,"Staff, * (P)"
ART,140,01,TR,09:30 am-10:45 am,FAIC 305,"Franco, B (P)"
ART,140,02,TR,11:00 am-12:15 pm,FAIC 305,"Pinckney, S (P)"
ART,140,03,TR,02:00 pm-03:15 pm,FAIC 305,"Pinckney, S (P)"
ART,140,04,MWF,12:00 pm-12:50 pm,FAIC 305,"Petrikovsky, H (P)"
ART,201,01X,TR,12:30 pm-03:15 pm,FAIC 247,"Michael, S (P)"
ART,202,01,TR,04:00 pm-06:45 pm,FAIC 331,"Liu, Q (P)"
ART,202,02,MW,12:00 pm-02:45 pm,FAIC 331,"Rahmanifar, A (P)"
ART,203,01,TR,12:30 pm-03:15 pm,FAIC 327,"Chen, T (P)"
ART,206,01X,MW,09:00 am-11:45 am,FAIC 122,"Greene, R (P)"
ART,207,01,MW,09:00 am-11:45 am,FAIC 125,"Elia, A (P)"
ART,211,01,TR,02:00 pm-03:50 pm,FAIC 115,"Beeby, C (P)"
ART,211,02,TR,04:00 pm-05:50 pm,FAIC 115,"Beeby, C (P)"
ART,219,01,T,12:30 pm-03:15 pm,FAIC 326,"Rahmanifar, A (P)"
ART,219,02,M,04:00 pm-06:45 pm,FAIC 326,"Liu, Q (P)"
ART,229,01,TR,11:00 am-12:15 pm,FAIC 115,"Doyle, M (P)"
ART,235,01,F,12:00 pm-02:45 pm,FAIC 125,"Bartone, K (P)"
ART,304,01X,MW,09:00 am-11:45 am,FAIC 122,"Greene, R (P)"
ART,309,01X,TR,07:00 pm-09:45 pm,FAIC 331,"Liu, Q (P)"
ART,310,01,TR,09:30 am-12:15 pm,FAIC 327,"Chen, T (P)"
ART,311,01X,TR,12:30 pm-03:15 pm,FAIC 247,"Michael, S (P)"
ART,314,01,MW,04:00 pm-06:45 pm,FAIC 323,"Rahmanifar, A (P)"
ART,322,01,TR,04:00 pm-06:45 pm,FAIC 328,"Opie, D (P)"
ART,323,01,M,09:00 am-11:45 am,FAIC 330,"Li, L (P)"
ART,330,01,TR,12:30 pm-03:15 pm,FAIC 330,"Kim, S (P)"
ART,331,01,TR,09:30 am-12:15 pm,FAIC 328,"Drew, T (P)"
ART,345,01,MW,04:00 pm-05:50 pm,FAIC 305,"Wintner, J (P)"
ART,351,01,M,09:00 am-11:45 am,FAIC 327,"Chen, T (P)"
ART,357,01,M,04:00 pm-06:45 pm,FAIC 327,"Kim, S (P)"
ART,371,01,MW,04:00 pm-05:15 pm,FAIC 115,"Petrikovsky, H (P)"
ART,402,01,TR,04:00 pm-05:50 pm,FAIC 305,"Churchill, S (P)"
ART,432,01,WF,09:00 am-11:45 am,FAIC 330,"Staff, * (P)"
ART,470,01X,TR,07:00 pm-09:45 pm,FAIC 331,"Liu, Q (P)"
ART,480,01, ,TBA,TBA,"Staff, * (P)"
ART,486,01, ,TBA,TBA,"Doyle, M (P)"
ART,487,01, ,TBA,TBA,TBA
ART,490,01, ,TBA,TBA,"Staff, * (P)"
AST,214,01,TR,09:30 am-10:45 am,PLANET PLT,"Kerr, M (P)"
AST,214,01A,T,11:00 am-12:00 pm,PLANET PLT,"Kerr, M (P)"
AST,214,01B,R,11:00 am-12:00 pm,PLANET PLT,"Kerr, M (P)"
AST,214,02,TR,12:30 pm-01:45 pm,PLANET PLT,"Pazameta, Z (P)"
AST,214,02A,W,02:00 pm-03:00 pm,SCIENC 431,"Pazameta, Z (P)"
AST,214,02B,W,04:00 pm-05:00 pm,SCIENC 431,"Pazameta, Z (P)"
AST,380,01, ,TBA,TBA,"Staff, * (P)"
AST,480,01, ,TBA,TBA,"Staff, * (P)"
AST,490,01, ,TBA,TBA,"Staff, * (P)"
AST,495,01, ,TBA,TBA,"Staff, * (P)"
BIO,120,01,MWF,09:00 am-09:50 am,SCIENC 231,"Hulvey, J (P)"
BIO,120,01,R,09:30 am-12:20 pm,SCIENC 331,"Hulvey, J (P)"
BIO,140,01,MWF,12:00 pm-12:50 pm,SCIENC 116,"Murdoch, B (P)"
BIO,140,01A,W,02:00 pm-04:50 pm,SCIENC 334,"Murdoch, B (P)"
BIO,140,01B,R,11:00 am-01:50 pm,SCIENC 334,"Cowles, E (P)"
BIO,180,01, ,TBA,TBA,TBA
BIO,200,01,TR,04:00 pm-05:15 pm,SCIENC 104,"Wasielewski, T (P)"
BIO,200,02,TR,11:00 am-12:15 pm,SCIENC 116,"Kwaku, K (P)"
BIO,200,03,TR,09:30 am-10:45 am,SCIENC 116,"Kwaku, K (P)"
BIO,204,01,TR,11:00 am-12:15 pm,SCIENC 320,"Lucin, K (P)"
BIO,204,02,TR,12:30 pm-01:45 pm,SCIENC 320,"Lucin, K (P)"
BIO,204,03,TR,08:00 am-09:15 am,SCIENC 320,"Pasini, J (P)"
BIO,204,04,TR,09:30 am-10:45 am,SCIENC 320,"Pasini, J (P)"
BIO,204,05,M,04:00 pm-06:45 pm,SCIENC 320,"Jacobs, M (P)"
BIO,204,06,TR,05:30 pm-06:45 pm,SCIENC 320,"Jacobs, M (P)"
BIO,222,01,MWF,12:00 pm-12:50 pm,SCIENC 137,"Connolly, B (P)"
BIO,222,01,R,02:00 pm-04:50 pm,SCIENC 331,"Connolly, B (P)"
BIO,230,01,MWF,10:00 am-10:50 am,SCIENC 134,"Groth, A (P)"
BIO,230,01,T,02:00 pm-04:50 pm,SCIENC 335,"Groth, A (P)"
BIO,230,02,MWF,09:00 am-09:50 am,SCIENC 320,"Veerappan, V (P)"
BIO,230,02,W,02:00 pm-04:50 pm,SCIENC 335,"Veerappan, V (P)"
BIO,240,01,MWF,09:00 am-09:50 am,SCIENC 116,"Mattingly, B (P)"
BIO,240,01,T,11:00 am-01:50 pm,SCIENC 331,"Mattingly, B (P)"
BIO,240,02,MWF,11:00 am-11:50 am,SCIENC 116,"Epp, K (P)"
BIO,240,02,T,02:00 pm-04:50 pm,SCIENC 331,"Epp, K (P)"
BIO,280,01, ,TBA,TBA,"Staff, * (P)"
BIO,301,01X,TR,04:00 pm-05:15 pm,SCIENC 116,"Cowles, E (P)"
BIO,302,01X,R,11:00 am-12:50 pm,SCIENC 341,"Murdoch, B (P)"
BIO,302,02X,R,02:00 pm-03:50 pm,SCIENC 341,"Murdoch, B (P)"
BIO,304,01,MWF,10:00 am-10:50 am,SCIENC 116,"Veerappan, V (P)"
BIO,304,02,MWF,12:00 pm-12:50 pm,SCIENC 114,"Veerappan, V (P)"
BIO,305,01,MWF,01:00 pm-01:50 pm,SCIENC 116,"Graham, M (P)"
BIO,305,02,MWF,02:00 pm-02:50 pm,SCIENC 116,"Graham, M (P)"
BIO,314,01,R,09:30 am-11:20 am,SCIENC 315,"Graesser, D (P)"
BIO,314,02,R,12:30 pm-02:20 pm,SCIENC 315,"Graesser, D (P)"
BIO,314,03,R,04:00 pm-05:50 pm,SCIENC 315,"Graesser, D (P)"
BIO,332,01,MWF,10:00 am-10:50 am,SCIENC 231,"Connolly, B (P)"
BIO,332,01,W,02:00 pm-04:50 pm,SCIENC 318,"Connolly, B (P)"
BIO,338,01,MWF,01:00 pm-01:50 pm,WEBB 113,"Epp, K (P)"
BIO,338,01,R,11:00 am-01:50 pm,SCIENC 333,"Epp, K (P)"
BIO,340,01,MWF,11:00 am-11:50 am,WEBB 115,"Graham, M (P)"
BIO,340,01,T,11:00 am-01:50 pm,SCIENC 333,"Graham, M (P)"
BIO,344,01,MWF,11:00 am-11:50 am,SCIENC 416,"Hulvey, J (P)"
BIO,344,01,T,09:30 am-12:20 pm,SCIENC 341,"Hulvey, J (P)"
BIO,348,01,MWF,10:00 am-10:50 am,SCIENC 432,"Lucin, K (P)"
BIO,348,01A,W,02:00 pm-04:50 pm,SCIENC 315,"Lucin, K (P)"
BIO,380,01, ,TBA,TBA,"Staff, * (P)"
BIO,426,01,MWF,09:00 am-09:50 am,SCIENC 134,"Groth, A (P)"
BIO,426,01,M,02:00 pm-04:50 pm,SCIENC 335,"Groth, A (P)"
BIO,442,01,MWF,12:00 pm-12:50 pm,SCIENC 416,"Mattingly, B (P)"
BIO,442,01,R,02:00 pm-04:50 pm,SCIENC 318,"Mattingly, B (P)"
BIO,456,01,MWF,09:00 am-09:50 am,SCIENC 318,"Idjadi, J (P)"
BIO,456,01,M,02:00 pm-04:50 pm,SCIENC 333,"Idjadi, J (P)"
BIO,466,01,T,02:00 pm-04:50 pm,SCIENC 432,"Idjadi, J (P)"
BIO,480,01, ,TBA,TBA,"Staff, * (P)"
BIO,488,01, ,TBA,TBA,TBA
BIO,490,01, ,TBA,TBA,"Staff, * (P)"
BIO,491,01, ,TBA,TBA,"Staff, * (P)"
BIO,494,01, ,TBA,TBA,"Staff, * (P)"
BUS,201,01,TR,11:00 am-12:15 pm,GODDAR 203,"Erwin, C (P)"
BUS,201,02,TR,02:00 pm-03:15 pm,GODDAR 200,"Erwin, C (P)"
BUS,201,03,TR,09:30 am-10:45 am,GODDAR 203,"Erwin, C (P)"
BUS,201,04,MWF,09:00 am-09:50 am,GODDAR 201,"de Wilde, A (P)"
BUS,201,05,MWF,10:00 am-10:50 am,GODDAR 201,"de Wilde, A (P)"
BUS,201,06,MWF,01:00 pm-01:50 pm,GODDAR 200,"de Wilde, A (P)"
BUS,201,07,MWF,02:00 pm-02:50 pm,GODDAR 200,"de Wilde, A (P)"
BUS,201,08,MWF,08:00 am-08:50 am,COMBLD 201,"Perry, K (P)"
BUS,225,01,TR,09:30 am-10:45 am,COMBLD 108,"Ayeni, O (P)"
BUS,225,02,MWF,11:00 am-11:50 am,GODDAR 201,"Avent, A (P)"
BUS,225,03,TR,02:00 pm-03:15 pm,GODDAR 201,"Ayeni, O (P)"
BUS,225,04,MWF,12:00 pm-12:50 pm,GODDAR 201,"Avent, A (P)"
BUS,225,05,TR,11:00 am-12:15 pm,GODDAR 200,"Grosjean, B (P)"
BUS,225,06,MW,04:00 pm-05:15 pm,GODDAR 223,"Nardella, S (P)"
BUS,225,07,MW,05:30 pm-06:45 pm,GODDAR 223,"Nardella, S (P)"
BUS,240,01,MWF,09:00 am-09:50 am,GODDAR 202,"Chatterton, C (P)"
BUS,250,01,TR,12:30 pm-01:45 pm,COMBLD 201,"Norval, N (P)"
BUS,250,02,TR,02:00 pm-03:15 pm,COMBLD 201,"Norval, N (P)"
BUS,255,01,MWF,01:00 pm-01:50 pm,COMBLD 201,"Jeon, J (P)"
BUS,301,01,TR,09:30 am-10:45 am,SCIENC 134,"Buck, W (P)"
BUS,301,02,TR,11:00 am-12:15 pm,SCIENC 134,"Buck, W (P)"
BUS,301,03,MWF,01:00 pm-01:50 pm,GODDAR 202,"Staff, * (P)"
BUS,301,04,MWF,10:00 am-10:50 am,GODDAR 203,"Staff, * (P)"
BUS,301,05,MWF,09:00 am-09:50 am,COMBLD 201,"Perry, K (P)"
BUS,321,01,MW,04:00 pm-05:15 pm,COMBLD 218,"Moylan, W (P)"
BUS,325,01,MW,05:30 pm-06:45 pm,COMBLD 218,"Moylan, W (P)"
BUS,326,01,T,07:00 pm-09:45 pm,COMBLD 201,"Grosjean, B (P)"
BUS,327,01,MWF,10:00 am-10:50 am,COMBLD 201,"Jeon, J (P)"
BUS,327,02,MWF,11:00 am-11:50 am,COMBLD 201,"Jeon, J (P)"
BUS,329,01,TR,11:00 am-12:15 pm,COMBLD 109,"Ayeni, O (P)"
BUS,331,01,T,04:00 pm-06:45 pm,GODDAR 223,"Erwin, C (P)"
BUS,331,02,MWF,09:00 am-09:50 am,COMBLD 109,"Staff, * (P)"
BUS,333,01,M,04:00 pm-06:45 pm,COMBLD 201,"Ferraro, L (P)"
BUS,340,01,T,09:30 am-12:15 pm,GODDAR 202,"Chatterton, C (P)"
BUS,342,01,MWF,10:00 am-10:50 am,COMBLD 107,"Kane, G (P)"
BUS,342,02,MWF,12:00 pm-12:50 pm,COMBLD 107,"Kane, G (P)"
BUS,350,01,M,04:00 pm-06:45 pm,GODDAR 117,"Pakdil, F (P)"
BUS,351,01,TR,02:00 pm-03:15 pm,COMBLD 108,"Buck, W (P)"
BUS,351,02,TR,04:00 pm-05:15 pm,GODDAR 208,"Buck, W (P)"
BUS,351,03,W,04:00 pm-06:45 pm,COMBLD 109,"Staff, * (P)"
BUS,411,01,MWF,09:00 am-09:50 am,COMBLD 107,"Kane, G (P)"
BUS,427,01,TR,02:00 pm-03:15 pm,SCIENC 115,"Kang, M (P)"
BUS,428,01,TR,11:00 am-12:15 pm,SCIENC 234,"Grandhi, S (P)"
BUS,428,02,TR,12:30 pm-01:45 pm,SCIENC 234,"Grandhi, S (P)"
BUS,429,01,W,04:00 pm-06:45 pm,SCIENC 115,"Kang, M (P)"
BUS,431,01,TR,11:00 am-12:15 pm,SCIENC 432,"Oh, N (P)"
BUS,431,02,TR,12:30 pm-01:45 pm,SCIENC 432,"Oh, N (P)"
BUS,431,03,T,04:00 pm-06:45 pm,SCIENC 134,"Oh, N (P)"
BUS,436,01,T,04:00 pm-06:45 pm,GODDAR 201,"Ferraro, L (P)"
BUS,450,01,MWF,08:00 am-08:50 am,GODDAR 223,"Villanueva, E (P)"
BUS,480,01, ,TBA,TBA,"Staff, * (P)"
BUS,490,01V,R,08:00 am-09:15 am,GODDAR 201,"Chatterton, C (P)"
BUS,490,02V,T,04:00 pm-05:15 pm,COMBLD 109,"Chatterton, C (P)"
BUS,492,01, ,TBA,TBA,TBA
BIS,205,01,TR,11:00 am-12:15 pm,WEBB 407,"Staff, * (P)"
BIS,205,02,TR,09:30 am-10:45 am,WEBB 307,"Staff, * (P)"
BIS,205,03,MWF,08:00 am-08:50 am,WEBB 307,"Staff, * (P)"
BIS,205,04,TR,12:30 pm-01:45 pm,WEBB 407,"Staff, * (P)"
BIS,205,05,MWF,09:00 am-09:50 am,WEBB 307,"Staff, * (P)"
BIS,205,06,TR,04:00 pm-05:15 pm,WEBB 307,"Staff, * (P)"
BIS,305,01,TR,12:30 pm-01:45 pm,WEBB 307,"Kunene, N (P)"
BIS,305,02,TR,02:00 pm-03:15 pm,WEBB 307,"Kunene, N (P)"
BIS,305,03,M,07:00 pm-09:45 pm,WEBB 307,"Staff, * (P)"
BIS,362,01,TR,05:30 pm-06:45 pm,WEBB 307,"Staff, * (P)"
BIS,362,02,TR,07:00 pm-08:15 pm,WEBB 307,"Staff, * (P)"
BIS,370,01,W,04:00 pm-06:45 pm,WEBB 307,"Kunene, N (P)"
BIS,373,01,TR,02:00 pm-03:15 pm,WEBB 407,"Citurs, A (P)"
BIS,375,01,T,07:00 pm-09:45 pm,TBA,"Staff, * (P)"
BIS,430,01,W,07:00 pm-09:45 pm,WEBB 407,"Staff, * (P)"
BIS,437,01,R,04:00 pm-06:45 pm,WEBB 407,"Citurs, A (P)"
BIS,447,01,M,04:00 pm-06:45 pm,WEBB 407,"Citurs, A (P)"
BIS,480,01, ,TBA,TBA,"Staff, * (P)"
BIS,490,01, ,TBA,TBA,TBA
CAS,201,E25, ,TBA,ONLINE,"Couture-Palmerino, P (P)"
CAS,222,E25, ,TBA,ONLINE,"Couture-Palmerino, P (P)"
CHE,210,01,MWF,09:00 am-09:50 am,SCIENC 114,"He, K (P)"
CHE,210,02,MWF,10:00 am-10:50 am,SCIENC 114,"He, K (P)"
CHE,210,03,MWF,01:00 pm-01:50 pm,SCIENC 114,"He, K (P)"
CHE,210,04,MW,04:00 pm-05:15 pm,SCIENC 114,"Islam, S (P)"
CHE,210,05,MW,05:30 pm-06:45 pm,SCIENC 114,"Islam, S (P)"
CHE,212,01,M,11:00 am-01:50 pm,SCIENC 440,"Staff, * (P)"
CHE,212,02,M,02:00 pm-04:50 pm,SCIENC 440,"Staff, * (P)"
CHE,212,03,W,04:00 pm-06:50 pm,SCIENC 440,"Staff, * (P)"
CHE,212,04,R,11:00 am-01:50 pm,SCIENC 440,"Staff, * (P)"
CHE,212,05,R,02:00 pm-04:50 pm,SCIENC 440,"Staff, * (P)"
CHE,212,06,M,07:00 pm-09:50 pm,SCIENC 440,"Staff, * (P)"
CHE,212,07,W,07:00 pm-09:50 pm,SCIENC 440,"Staff, * (P)"
CHE,212,08,W,11:00 am-01:50 pm,SCIENC 440,"Staff, * (P)"
CHE,212,09,T,07:00 pm-09:50 pm,SCIENC 440,"Staff, * (P)"
CHE,216,01,MWF,10:00 am-10:50 am,SCIENC 104,"Koza, D (P)"
CHE,216,01A,M,07:00 pm-09:50 pm,SCIENC 441,"Staff, * (P)"
CHE,216,01B,T,07:00 pm-09:50 pm,SCIENC 441,"Staff, * (P)"
CHE,216,01C,R,07:00 pm-09:50 pm,SCIENC 441,"Staff, * (P)"
CHE,216,01D,W,07:00 pm-09:50 pm,SCIENC 441,"Staff, * (P)"
CHE,216,01E,W,02:00 pm-04:50 pm,SCIENC 441,"Staff, * (P)"
CHE,216,02,MWF,01:00 pm-01:50 pm,SCIENC 104,"Koza, D (P)"
CHE,316,01,MWF,01:00 pm-01:50 pm,SCIENC 432,"Toedt, J (P)"
CHE,317,01,T,02:00 pm-05:50 pm,SCIENC 434,"Toedt, J (P)"
CHE,320,01,MWF,09:00 am-09:50 am,SCIENC 432,"Islam, S (P)"
CHE,320,01A,F,02:00 pm-04:50 pm,SCIENC 434,"Islam, S (P)"
CHE,323,01,MWF,11:00 am-11:50 am,SCIENC 432,"Toedt, J (P)"
CHE,380,01, ,TBA,TBA,TBA
CHE,480,01, ,TBA,TBA,"Staff, * (P)"
CHE,490,01, ,TBA,TBA,"Staff, * (P)"
CHE,492,01, ,TBA,TBA,TBA
COM,100,01,TR,11:00 am-12:15 pm,COMBLD 108,"Murphy, J (P)"
COM,100,02,TR,12:30 pm-01:45 pm,COMBLD 108,"Murphy, J (P)"
COM,101,01,MWF,10:00 am-10:50 am,FAIC 305,"Curtis, S (P)"
COM,120,01,TR,09:30 am-10:45 am,COMBLD 114A,"Utterback, A (P)"
COM,120,01,TR,09:30 am-10:45 am,COMBLD 114B,"Utterback, A (P)"
COM,120,01,TR,09:30 am-10:45 am,COMBLD 114D,"Utterback, A (P)"
COM,190,01, ,TBA,TBA,TBA
COM,201,01,MWF,12:00 pm-12:50 pm,COMBLD 109,"Curtis, S (P)"
COM,210,01,T,04:00 pm-06:45 pm,COMBLD 218,"Hurlbut, T (P)"
COM,220,01X,T,04:00 pm-06:45 pm,COMBLD 114A,"Carlson, R (P)"
COM,220,01X,T,04:00 pm-06:45 pm,COMBLD 114B,"Carlson, R (P)"
COM,220,01X,T,04:00 pm-06:45 pm,COMBLD 114D,"Carlson, R (P)"
COM,220,02X,W,07:00 pm-09:45 pm,COMBLD 114A,"Ammari, M (P)"
COM,220,02X,W,07:00 pm-09:45 pm,COMBLD 114B,"Ammari, M (P)"
COM,220,02X,W,07:00 pm-09:45 pm,COMBLD 114D,"Ammari, M (P)"
COM,220,03X,W,04:00 pm-06:45 pm,COMBLD 114A,"Ammari, M (P)"
COM,220,03X,W,04:00 pm-06:45 pm,COMBLD 114B,"Ammari, M (P)"
COM,220,03X,W,04:00 pm-06:45 pm,COMBLD 114D,"Ammari, M (P)"
COM,220,04X,TR,11:00 am-12:15 pm,COMBLD 226,"Day, B (P)"
COM,230,01,M,04:00 pm-06:45 pm,GODDAR 200,"Staff, * (P)"
COM,230,02,T,04:00 pm-06:45 pm,GODDAR 203,"Freund, E (P)"
COM,245,01,T,04:00 pm-06:45 pm,COMBLD 226,"Zatowski, J (P)"
COM,285,01,M,04:00 pm-06:45 pm,COMBLD 114A,"Aconfora, N (P)"
COM,285,01,M,04:00 pm-06:45 pm,COMBLD 114B,"Aconfora, N (P)"
COM,285,01,M,04:00 pm-06:45 pm,COMBLD 114D,"Aconfora, N (P)"
COM,290,01, ,TBA,TBA,"Staff, * (P)"
COM,291,01, ,TBA,TBA,"Staff, * (P)"
COM,292,01, ,TBA,TBA,"Staff, * (P)"
COM,300,01,TR,12:30 pm-01:45 pm,FAIC 307,"Utterback, A (P)"
COM,312,01,W,04:00 pm-06:45 pm,COMBLD 108,"Freund, E (P)"
COM,330,01,MWF,09:00 am-09:50 am,COMBLD 108,"Staff, * (P)"
COM,352,01,TR,09:30 am-10:45 am,COMBLD 226,"Huoppi, P (P)"
COM,400,01,TR,11:00 am-12:15 pm,FAIC 118,"Osterndorf, W (P)"
COM,403,01,TR,09:30 am-10:45 am,FAIC 118,"Osterndorf, W (P)"
COM,435,01,TR,04:00 pm-05:15 pm,COMBLD 219,"Day, B (P)"
COM,480,01, ,TBA,TBA,"Staff, * (P)"
COM,490,01, ,TBA,TBA,"Staff, * (P)"
COM,491,01, ,TBA,TBA,"Staff, * (P)"
CFT,101,01,W,01:00 pm-01:50 pm,FAIC 118,"Cobb, J (P)"
CFT,101,02,W,12:00 pm-12:50 pm,FAIC 118,"Cobb, J (P)"
CFT,205,01,MWF,10:00 am-11:10 am,COMBLD 226,"Flood, R (P)"
CFT,205,02,MWF,12:00 pm-01:10 pm,COMBLD 226,"Flood, R (P)"
CSC,101,01,TR,08:00 am-09:15 am,SCIENC 135,"Castro, N (P)"
CSC,180,01,TR,02:00 pm-03:15 pm,SCIENC 138,"Tasneem, S (P)"
CSC,180,02,TR,11:00 am-12:15 pm,SCIENC 138,"Tasneem, S (P)"
CSC,180,03,TR,12:30 pm-01:45 pm,SCIENC 138,"Tasneem, S (P)"
CSC,202,01,W,04:00 pm-06:45 pm,SCIENC 138,"Tasneem, S (P)"
CSC,203,01,TR,02:00 pm-03:15 pm,SCIENC 135,"Staff, * (P)"
CSC,205,01,TR,02:00 pm-03:15 pm,SCIENC 139,"Onye, Y (P)"
CSC,205,02,TR,12:30 pm-01:45 pm,SCIENC 135,"Onye, Y (P)"
CSC,210,01,TR,09:30 am-10:45 am,SCIENC 133,"Staff, * (P)"
CSC,212,01,TR,09:30 am-10:45 am,SCIENC 139,"Lavoie, M (P)"
CSC,215,01,MW,05:30 pm-06:45 pm,SCIENC 139,"Staff, * (P)"
CSC,230,01,MWF,02:00 pm-02:50 pm,SCIENC 133,"Rosiene, J (P)"
CSC,231,01,MWF,11:00 am-11:50 am,SCIENC 135,"Bondok, A (P)"
CSC,231,02,MWF,02:00 pm-02:50 pm,SCIENC 139,"Bondok, A (P)"
CSC,249,01,MW,04:00 pm-05:15 pm,SCIENC 139,"Staff, * (P)"
CSC,251,01,MWF,09:00 am-09:50 am,SCIENC 138,"Bondok, A (P)"
CSC,270,01,MWF,10:00 am-10:50 am,SCIENC 138,"Gao, K (P)"
CSC,305,01,MWF,01:00 pm-01:50 pm,SCIENC 138,"Gao, K (P)"
CSC,320,01,MWF,09:00 am-09:50 am,SCIENC 135,"Rosiene, J (P)"
CSC,320,02,MWF,10:00 am-10:50 am,SCIENC 139,"Rosiene, J (P)"
CSC,340,01,MWF,11:00 am-11:50 am,SCIENC 139,"Rosiene, J (P)"
CSC,341,01,MWF,11:00 am-11:50 am,SCIENC 138,"Gao, K (P)"
CSC,341,02,MWF,02:00 pm-02:50 pm,SCIENC 138,"Gao, K (P)"
CSC,360,01,MW,04:00 pm-05:15 pm,SCIENC 135,"Bondok, A (P)"
CSC,360,02,M,04:00 pm-06:45 pm,SCIENC 138,"Staff, * (P)"
CSC,360,03,TR,04:00 pm-05:15 pm,SCIENC 135,"Staff, * (P)"
CSC,450,01,TR,09:30 am-10:45 am,SCIENC 135,"Dancik, G (P)"
CSC,480,01, ,TBA,TBA,"Staff, * (P)"
CSC,485,01, ,TBA,TBA,TBA
CSC,490,01, ,TBA,TBA,TBA
CED,300,01, ,TBA,TBA,"Marrett, C (P)"
CRM,102,01,W,09:00 am-09:50 am,SPORT 221,"Simon, N (P)"
CRM,210,01,MWF,10:00 am-10:50 am,GODDAR 216,"Pesta, R (P)"
CRM,350,01,T,04:00 pm-06:45 pm,WEBB 110,"Kurti, M (P)"
CRM,365,01,MWF,12:00 pm-12:50 pm,GODDAR 216,"Pesta, R (P)"
CRM,365,02,W,07:00 pm-09:45 pm,WEBB 212,"Staff, * (P)"
CRM,410,01,MWF,11:00 am-11:50 am,GODDAR 216,"Pesta, R (P)"
CRM,450,01,W,04:00 pm-06:45 pm,SCIENC 134,"Severance, T (P)"
CRM,475,01V,T,05:30 pm-06:15 pm,WEBB 216,"Parsons, N (P)"
CRM,480,01, ,TBA,TBA,"Staff, * (P)"
CRM,490,01, ,TBA,TBA,"Staff, * (P)"
DNC,240,01,W,04:00 pm-06:45 pm,FAIC 219,"Bright-Holland, A (P)"
DNC,395,01, ,TBA,TBA,TBA
DNC,480,01, ,TBA,TBA,TBA
DNC,491,01,W,11:00 am-12:50 pm,TBA,"Staff, * (P)"
DSC,501,E25, ,TBA,ONLINE,"Davis, M (P)"
DSC,502,E25, ,TBA,ONLINE,"Staff, * (P)"
DSC,505,E25, ,TBA,ONLINE,"Staff, * (P)"
